Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2022-03-10 00:00:00-05:00,22.085693193229314,22.220361709594727,21.906134029806708,22.220361709594727,135100,0.0,0.0,0.0
2022-03-11 00:00:00-05:00,22.08569550706103,22.166496967826145,21.99591591594387,22.076717376708984,86700,0.0,0.0,0.0
2022-03-14 00:00:00-04:00,21.986938570849464,22.022851093540243,21.85227003556571,21.95641326904297,19700,0.0,0.0,0.0
2022-03-15 00:00:00-04:00,21.951028870230868,21.995917813460235,21.77146967250656,21.868431091308594,17800,0.0,0.0,0.0
2022-03-16 00:00:00-04:00,21.995915419767993,21.995915419767993,21.89446409024135,21.960002899169922,17100,0.0,0.0,0.0
2022-03-17 00:00:00-04:00,21.995913740879736,22.02284812927246,21.942046676497387,22.02284812927246,24600,0.0,0.0,0.0
2022-03-18 00:00:00-04:00,21.995915885926863,22.040804825222548,21.915114425272012,22.013872146606445,16800,0.0,0.0,0.0
2022-03-21 00:00:00-04:00,22.04080461545192,22.26525273460073,21.99322206626683,22.085695266723633,23800,0.0,0.0,0.0
2022-03-22 00:00:00-04:00,22.10364842695774,22.10364842695774,22.040801523992297,22.058757781982422,8400,0.0,0.0,0.0
2022-03-23 00:00:00-04:00,22.085694559135252,22.085694559135252,22.040803909301758,22.040803909301758,10000,0.0,0.0,0.0
2022-03-24 00:00:00-04:00,22.130582774659366,22.130582774659366,21.995914254358212,22.067737579345703,7900,0.0,0.0,0.0
2022-03-25 00:00:00-04:00,22.103651737601087,22.175475067916146,22.013872146606445,22.013872146606445,9200,0.0,0.0,0.0
2022-03-28 00:00:00-04:00,22.076714550694142,22.202404934726722,21.973468633466947,22.175472259521484,31000,0.0,0.0,0.0
2022-03-29 00:00:00-04:00,22.19342680552396,22.202404934726722,22.146741561111423,22.175472259521484,19500,0.0,0.0,0.0
2022-03-30 00:00:00-04:00,22.184448676321196,22.265250126743013,22.13058161350767,22.175472259521484,21900,0.0,0.0,0.0
2022-03-31 00:00:00-04:00,22.1566187019166,22.175472259521484,22.10364893830243,22.175472259521484,7500,0.0,0.0,0.0
2022-04-01 00:00:00-04:00,22.111730335447835,22.148540155253052,22.085694956757916,22.120708465576172,3500,0.0,0.0,0.0
2022-04-04 00:00:00-04:00,22.13956212650192,22.175474647179716,22.040804407041225,22.15751838684082,8800,0.0,0.0,0.0
2022-04-05 00:00:00-04:00,22.15662183808204,22.193429946899414,21.85226955092003,22.193429946899414,11500,0.0,0.0,0.0
2022-04-06 00:00:00-04:00,22.127886814831523,22.148536682128906,22.0408008498862,22.148536682128906,800,0.0,0.0,0.0
2022-04-07 00:00:00-04:00,22.095568309327373,22.121603685570125,22.095568309327373,22.103649139404297,5000,0.0,0.0,0.0
2022-04-08 00:00:00-04:00,22.108137347844988,22.130581814854573,22.103649139404297,22.103649139404297,800,0.0,0.0,0.0
2022-04-11 00:00:00-04:00,22.109037399291992,22.109037399291992,22.109037399291992,22.109037399291992,200,0.0,0.0,0.0
2022-04-12 00:00:00-04:00,22.112627945083407,22.130584205592093,22.067739006214946,22.085695266723633,2700,0.0,0.0,0.0
2022-04-13 00:00:00-04:00,22.121605366598846,22.121605366598846,21.77146685991359,22.040803909301758,4600,0.0,0.0,0.0
2022-04-14 00:00:00-04:00,22.067736525631744,22.218564987182617,22.04080213789635,22.218564987182617,1700,0.0,0.0,0.0
2022-04-18 00:00:00-04:00,22.040803909301758,22.26525202125963,22.040803909301758,22.040803909301758,7700,0.0,0.0,0.0
2022-04-19 00:00:00-04:00,22.08569505788847,22.15751838684082,22.08569505788847,22.15751838684082,7700,0.0,0.0,0.0
2022-04-20 00:00:00-04:00,22.130582640185114,22.292185548525794,22.130582640185114,22.26525115966797,4800,0.0,0.0,0.0
2022-04-21 00:00:00-04:00,22.301162959041687,22.355030022617253,22.292184829711914,22.292184829711914,4300,0.0,0.0,0.0
2022-04-22 00:00:00-04:00,22.292184829711914,22.292184829711914,22.292184829711914,22.292184829711914,0,0.0,0.0,0.0
2022-04-25 00:00:00-04:00,22.292186977240583,22.292186977240583,22.27423071685121,22.2832088470459,1100,0.0,0.0,0.0
2022-04-26 00:00:00-04:00,22.09467351854581,22.33707618713379,21.995915797607918,22.33707618713379,4700,0.0,0.0,0.0
2022-04-27 00:00:00-04:00,22.33707618713379,22.33707618713379,22.33707618713379,22.33707618713379,0,0.0,0.0,0.0
2022-04-28 00:00:00-04:00,22.010281206742587,22.010281206742587,21.861247325632483,21.951026916503906,3500,0.0,0.0,0.0
2022-04-29 00:00:00-04:00,22.211385039465394,22.301164627075195,21.9779587966412,22.301164627075195,24900,0.0,0.0,0.0
2022-05-02 00:00:00-04:00,22.13956381815546,22.22934341430664,21.963597248117967,22.22934341430664,6100,0.0,0.0,0.0
2022-05-03 00:00:00-04:00,22.22934341430664,22.22934341430664,22.22934341430664,22.22934341430664,0,0.0,0.0,0.0
2022-05-04 00:00:00-04:00,21.90613555908203,21.93306994919665,21.867531141080637,21.90613555908203,2700,0.0,0.0,0.0
2022-05-05 00:00:00-04:00,21.816354849269146,21.816354849269146,21.547017811585576,21.55599594116211,13700,0.0,0.0,0.0
2022-05-06 00:00:00-04:00,21.50212827140463,21.81635423573082,21.493150142080584,21.771465301513672,3100,0.0,0.0,0.0
